"ZIP_CODE","STATE","ZIP_TYPE","RUCA1","RUCA2","rurality"
"15439","PA","Post Office or large volume customer","2","2","Suburban"
"15440","PA","Zip Code Area","10","10.1","Rural"
"15442","PA","Zip Code Area","3","3","Rural"
"15443","PA","Post Office or large volume customer","2","2","Suburban"
"15444","PA","Zip Code Area","3","3","Rural"
"15445","PA","Zip Code Area","1","1","Urban"
"15446","PA","Zip Code Area","10","10","Rural"
"15447","PA","Post Office or large volume customer","3","3","Rural"
"15448","PA","Post Office or large volume customer","2","2","Suburban"
"15449","PA","Post Office or large volume customer","2","2","Suburban"
"15450","PA","Zip Code Area","3","3","Rural"
"15451","PA","Zip Code Area","2","2","Suburban"
"15454","PA","Post Office or large volume customer","2","2","Suburban"
"15455","PA","Post Office or large volume customer","1","1","Urban"
"15456","PA","Zip Code Area","1","1","Urban"
"15458","PA","Zip Code Area","2","2","Suburban"
"15459","PA","Zip Code Area","10","10","Rural"
"15460","PA","Post Office or large volume customer","2","2","Suburban"
"15461","PA","Zip Code Area","3","3","Rural"
"15462","PA","Zip Code Area","10","10","Rural"
"15463","PA","Zip Code Area","1","1.1","Urban"
"15464","PA","Zip Code Area","10","10","Rural"
"15465","PA","Post Office or large volume customer","1","1","Urban"
"15466","PA","Post Office or large volume customer","2","2","Suburban"
"15467","PA","Post Office or large volume customer","2","2","Suburban"
"15468","PA","Zip Code Area","2","2","Suburban"
"15469","PA","Zip Code Area","10","10","Rural"
"15470","PA","Zip Code Area","10","10.1","Rural"
"15472","PA","Post Office or large volume customer","1","1","Urban"
"15473","PA","Zip Code Area","2","2","Suburban"
"15474","PA","Zip Code Area","2","2","Suburban"
"15475","PA","Zip Code Area","3","3","Rural"
"15476","PA","Post Office or large volume customer","2","2","Suburban"
"15477","PA","Zip Code Area","1","1.1","Urban"
"15478","PA","Zip Code Area","2","2","Suburban"
"15479","PA","Zip Code Area","2","2","Suburban"
"15480","PA","Zip Code Area","2","2","Suburban"
"15482","PA","Zip Code Area","2","2","Suburban"
"15483","PA","Zip Code Area","1","1.1","Urban"
"15484","PA","Zip Code Area","1","1","Urban"
"15485","PA","Post Office or large volume customer","10","10","Rural"
"15486","PA","Zip Code Area","1","1","Urban"
"15488","PA","Zip Code Area","2","2","Suburban"
"15489","PA","Post Office or large volume customer","1","1","Urban"
"15490","PA","Zip Code Area","10","10","Rural"
"15492","PA","Post Office or large volume customer","2","2","Suburban"
"15501","PA","Zip Code Area","4","4","Suburban"
"15502","PA","Post Office or large volume customer","4","4","Suburban"
"15510","PA","Post Office or large volume customer","4","4","Suburban"
"15520","PA","Post Office or large volume customer","5","5","Rural"
"15521","PA","Zip Code Area","9","9","Rural"
"15522","PA","Zip Code Area","7","7","Rural"
"15530","PA","Zip Code Area","5","5","Rural"
"15531","PA","Zip Code Area","5","5","Rural"
"15532","PA","Post Office or large volume customer","10","10","Rural"
"15533","PA","Zip Code Area","10","10","Rural"
"15534","PA","Zip Code Area","8","8","Rural"
"15535","PA","Zip Code Area","10","10","Rural"
"15536","PA","Zip Code Area","10","10","Rural"
"15537","PA","Zip Code Area","7","7","Rural"
"15538","PA","Zip Code Area","3","3","Rural"
"15539","PA","Zip Code Area","9","9","Rural"
"15540","PA","Zip Code Area","10","10","Rural"
"15541","PA","Zip Code Area","4","4","Suburban"
"15542","PA","Zip Code Area","10","10","Rural"
"15544","PA","Post Office or large volume customer","5","5","Rural"
"15545","PA","Zip Code Area","2","2","Suburban"
"15546","PA","Zip Code Area","5","5","Rural"
"15547","PA","Post Office or large volume customer","5","5","Rural"
"15548","PA","Post Office or large volume customer","5","5","Rural"
"15549","PA","Post Office or large volume customer","4","4","Suburban"
"15550","PA","Zip Code Area","8","8","Rural"
"15551","PA","Zip Code Area","6","6","Rural"
"15552","PA","Zip Code Area","10","10","Rural"
"15553","PA","Post Office or large volume customer","3","3","Rural"
"15554","PA","Zip Code Area","9","9","Rural"
"15555","PA","Zip Code Area","5","5","Rural"
"15557","PA","Zip Code Area","5","5","Rural"
"15558","PA","Zip Code Area","10","10","Rural"
"15559","PA","Zip Code Area","8","8","Rural"
"15560","PA","Post Office or large volume customer","5","5","Rural"
"15561","PA","Post Office or large volume customer","5","5","Rural"
"15562","PA","Zip Code Area","10","10","Rural"
"15563","PA","Zip Code Area","5","5","Rural"
"15564","PA","Zip Code Area","3","3","Rural"
"15565","PA","Post Office or large volume customer","10","10","Rural"
"15601","PA","Zip Code Area","1","1","Urban"
"15605","PA","Post Office or large volume customer","1","1","Urban"
"15606","PA","Post Office or large volume customer","1","1","Urban"
"15610","PA","Zip Code Area","2","2","Suburban"
"15611","PA","Zip Code Area","1","1","Urban"
"15612","PA","Zip Code Area","1","1","Urban"
"15613","PA","Zip Code Area","1","1","Urban"
"15615","PA","Zip Code Area","1","1","Urban"
"15616","PA","Zip Code Area","1","1","Urban"
"15617","PA","Zip Code Area","1","1","Urban"
"15618","PA","Zip Code Area","2","2","Suburban"
"15619","PA","Post Office or large volume customer","1","1","Urban"
"15620","PA","Zip Code Area","1","1","Urban"
"15621","PA","Post Office or large volume customer","1","1","Urban"
"15622","PA","Zip Code Area","10","10","Rural"
"15623","PA","Zip Code Area","1","1","Urban"
"15624","PA","Post Office or large volume customer","1","1","Urban"
"15625","PA","Post Office or large volume customer","1","1","Urban"
"15626","PA","Zip Code Area","1","1","Urban"
"15627","PA","Zip Code Area","1","1","Urban"
"15628","PA","Zip Code Area","2","2","Suburban"
"15629","PA","Post Office or large volume customer","1","1","Urban"
"15631","PA","Zip Code Area","1","1","Urban"
"15632","PA","Zip Code Area","1","1","Urban"
"15633","PA","Post Office or large volume customer","1","1","Urban"
"15634","PA","Zip Code Area","1","1","Urban"
"15635","PA","Post Office or large volume customer","1","1","Urban"
"15636","PA","Zip Code Area","1","1","Urban"
"15637","PA","Zip Code Area","1","1","Urban"
"15638","PA","Post Office or large volume customer","1","1","Urban"
"15639","PA","Zip Code Area","1","1","Urban"
"15640","PA","Post Office or large volume customer","1","1","Urban"
"15641","PA","Zip Code Area","1","1","Urban"
"15642","PA","Zip Code Area","1","1","Urban"
"15644","PA","Zip Code Area","1","1","Urban"
"15646","PA","Zip Code Area","2","2","Suburban"
"15647","PA","Zip Code Area","1","1","Urban"
"15650","PA","Zip Code Area","1","1","Urban"
"15655","PA","Zip Code Area","2","2","Suburban"
"15656","PA","Zip Code Area","1","1","Urban"
"15658","PA","Zip Code Area","2","2","Suburban"
"15660","PA","Post Office or large volume customer","1","1","Urban"
"15661","PA","Zip Code Area","1","1","Urban"
"15662","PA","Post Office or large volume customer","1","1","Urban"
"15663","PA","Zip Code Area","1","1","Urban"
"15664","PA","Post Office or large volume customer","1","1","Urban"
"15665","PA","Zip Code Area","1","1","Urban"
"15666","PA","Zip Code Area","1","1","Urban"
"15668","PA","Zip Code Area","1","1","Urban"
"15670","PA","Zip Code Area","2","2","Suburban"
"15671","PA","Zip Code Area","2","2","Suburban"
"15672","PA","Zip Code Area","1","1","Urban"
"15673","PA","Zip Code Area","1","1","Urban"
"15674","PA","Post Office or large volume customer","1","1","Urban"
"15675","PA","Zip Code Area","1","1","Urban"
"15676","PA","Post Office or large volume customer","1","1","Urban"
"15677","PA","Zip Code Area","2","2","Suburban"
"15678","PA","Zip Code Area","1","1","Urban"
"15679","PA","Zip Code Area","1","1","Urban"
"15680","PA","Post Office or large volume customer","2","2","Suburban"
"15681","PA","Zip Code Area","2","2","Suburban"
"15682","PA","Post Office or large volume customer","1","1","Urban"
"15683","PA","Zip Code Area","1","1","Urban"
"15684","PA","Zip Code Area","2","2","Suburban"
"15685","PA","Zip Code Area","2","2","Suburban"
"15686","PA","Zip Code Area","2","2","Suburban"
"15687","PA","Zip Code Area","2","2","Suburban"
"15688","PA","Zip Code Area","1","1","Urban"
"15689","PA","Post Office or large volume customer","1","1","Urban"
"15690","PA","Zip Code Area","1","1","Urban"
"15691","PA","Post Office or large volume customer","1","1","Urban"
"15692","PA","Zip Code Area","1","1","Urban"
"15693","PA","Post Office or large volume customer","1","1","Urban"
"15695","PA","Post Office or large volume customer","2","2","Suburban"
"15696","PA","Post Office or large volume customer","1","1","Urban"
"15697","PA","Zip Code Area","1","1","Urban"
"15698","PA","Zip Code Area","2","2","Suburban"
"15701","PA","Zip Code Area","4","4","Suburban"
"15705","PA","Zip Code Area","4","4","Suburban"
"15710","PA","Post Office or large volume customer","6","6","Rural"
"15711","PA","Zip Code Area","10","10","Rural"
"15712","PA","Post Office or large volume customer","5","5","Rural"
"15713","PA","Zip Code Area","4","4","Suburban"
"15714","PA","Zip Code Area","7","7","Rural"
"15715","PA","Post Office or large volume customer","7","7","Rural"
"15716","PA","Zip Code Area","2","2","Suburban"
"15717","PA","Zip Code Area","2","2","Suburban"
"15720","PA","Zip Code Area","5","5","Rural"
"15721","PA","Zip Code Area","10","10","Rural"
"15722","PA","Zip Code Area","7","7","Rural"
"15723","PA","Post Office or large volume customer","5","5","Rural"
"15724","PA","Zip Code Area","5","5","Rural"
"15725","PA","Zip Code Area","2","2","Suburban"
"15727","PA","Post Office or large volume customer","5","5","Rural"
"15728","PA","Zip Code Area","5","5","Rural"
"15729","PA","Zip Code Area","5","5","Rural"
"15730","PA","Zip Code Area","9","9","Rural"
"15731","PA","Post Office or large volume customer","4","4","Suburban"
"15732","PA","Zip Code Area","5","5","Rural"
"15733","PA","Post Office or large volume customer","8","8","Rural"
"15734","PA","Post Office or large volume customer","5","5","Rural"
"15736","PA","Post Office or large volume customer","5","5","Rural"
"15737","PA","Post Office or large volume customer","7","7","Rural"
"15738","PA","Post Office or large volume customer","8","8","Rural"
"15739","PA","Zip Code Area","5","5","Rural"
"15741","PA","Post Office or large volume customer","5","5","Rural"
"15742","PA","Zip Code Area","9","9","Rural"
"15744","PA","Zip Code Area","9","9","Rural"
"15745","PA","Post Office or large volume customer","6","6","Rural"
"15746","PA","Post Office or large volume customer","5","5","Rural"
"15747","PA","Zip Code Area","5","5","Rural"
"15748","PA","Zip Code Area","4","4","Suburban"
"15750","PA","Zip Code Area","2","2","Suburban"
"15752","PA","Post Office or large volume customer","2","2","Suburban"
"15753","PA","Zip Code Area","10","10","Rural"
"15754","PA","Post Office or large volume customer","4","4","Suburban"
"15756","PA","Post Office or large volume customer","5","5","Rural"
"15757","PA","Zip Code Area","10","10","Rural"
"15758","PA","Zip Code Area","9","9","Rural"
"15759","PA","Zip Code Area","5","5","Rural"
"15760","PA","Zip Code Area","8","8","Rural"
"15761","PA","Post Office or large volume customer","6","6","Rural"
"15762","PA","Zip Code Area","8","8","Rural"
"15763","PA","Zip Code Area","5","5","Rural"
"15764","PA","Zip Code Area","9","9","Rural"
"15765","PA","Zip Code Area","5","5","Rural"
"15767","PA","Zip Code Area","7","7","Rural"
"15770","PA","Zip Code Area","9","9","Rural"
"15771","PA","Zip Code Area","9","9","Rural"
"15772","PA","Zip Code Area","9","9","Rural"
"15773","PA","Zip Code Area","7","7","Rural"
"15774","PA","Zip Code Area","5","5","Rural"
"15775","PA","Zip Code Area","7","7","Rural"
"15776","PA","Zip Code Area","9","9","Rural"
"15777","PA","Zip Code Area","5","5","Rural"
"15778","PA","Zip Code Area","9","9","Rural"
"15779","PA","Post Office or large volume customer","1","1","Urban"
"15780","PA","Zip Code Area","9","9","Rural"
"15781","PA","Post Office or large volume customer","7","7","Rural"
"15783","PA","Post Office or large volume customer","5","5","Rural"
"15784","PA","Zip Code Area","9","9","Rural"
"15801","PA","Zip Code Area","4","4","Suburban"
"15821","PA","Zip Code Area","8","8","Rural"
"15822","PA","Post Office or large volume customer","8","8","Rural"
"15823","PA","Zip Code Area","8","8","Rural"
"15824","PA","Zip Code Area","9","9","Rural"
"15825","PA","Zip Code Area","8","8","Rural"
"15827","PA","Zip Code Area","8","8","Rural"
"15828","PA","Zip Code Area","9","9","Rural"
"15829","PA","Zip Code Area","8","8","Rural"
"15831","PA","Post Office or large volume customer","8","8","Rural"
"15832","PA","Zip Code Area","8","8","Rural"
"15834","PA","Zip Code Area","8","8","Rural"
"15840","PA","Zip Code Area","5","5","Rural"
"15841","PA","Post Office or large volume customer","8","8","Rural"
"15845","PA","Zip Code Area","8","8","Rural"
"15846","PA","Zip Code Area","8","8","Rural"
"15847","PA","Post Office or large volume customer","7","7","Rural"
"15848","PA","Zip Code Area","5","5","Rural"
"15849","PA","Zip Code Area","5","5","Rural"
"15851","PA","Zip Code Area","5","5","Rural"
"15853","PA","Zip Code Area","7","7","Rural"
"15856","PA","Zip Code Area","5","5","Rural"
"15857","PA","Zip Code Area","7","7","Rural"
"15860","PA","Zip Code Area","5","5","Rural"
"15861","PA","Zip Code Area","8","8","Rural"
"15863","PA","Post Office or large volume customer","5","5","Rural"
"15864","PA","Zip Code Area","8","8","Rural"
"15865","PA","Zip Code Area","5","5","Rural"
"15866","PA","Zip Code Area","5","5","Rural"
"15868","PA","Zip Code Area","8","8","Rural"
"15870","PA","Zip Code Area","8","8","Rural"
"15901","PA","Zip Code Area","1","1","Urban"
"15902","PA","Zip Code Area","1","1","Urban"
"15904","PA","Zip Code Area","1","1","Urban"
"15905","PA","Zip Code Area","1","1","Urban"
"15906","PA","Zip Code Area","1","1","Urban"
"15907","PA","Post Office or large volume customer","1","1","Urban"
"15909","PA","Zip Code Area","1","1","Urban"
"15915","PA","Post Office or large volume customer","1","1","Urban"
"15920","PA","Zip Code Area","2","2","Suburban"
"15921","PA","Post Office or large volume customer","3","3","Rural"
"15922","PA","Post Office or large volume customer","3","3","Rural"
"15923","PA","Zip Code Area","2","2","Suburban"
"15924","PA","Zip Code Area","2","2","Suburban"
"15925","PA","Post Office or large volume customer","3","3","Rural"
"15926","PA","Zip Code Area","2","2","Suburban"
"15927","PA","Zip Code Area","10","10","Rural"
"15928","PA","Zip Code Area","2","2","Suburban"
"15929","PA","Post Office or large volume customer","6","6","Rural"
"15930","PA","Post Office or large volume customer","2","2","Suburban"
"15931","PA","Zip Code Area","10","10","Rural"
"15934","PA","Zip Code Area","2","2","Suburban"
"15935","PA","Zip Code Area","2","2","Suburban"
"15936","PA","Zip Code Area","5","5","Rural"
"15937","PA","Post Office or large volume customer","2","2","Suburban"
"15938","PA","Zip Code Area","3","3","Rural"
"15940","PA","Zip Code Area","4","4.1","Suburban"
"15942","PA","Zip Code Area","2","2","Suburban"
"15943","PA","Zip Code Area","2","2","Suburban"
"15944","PA","Zip Code Area","2","2","Suburban"
"15945","PA","Zip Code Area","1","1","Urban"
"15946","PA","Zip Code Area","3","3","Rural"
"15948","PA","Post Office or large volume customer","10","10","Rural"
"15949","PA","Zip Code Area","5","5","Rural"
"15951","PA","Zip Code Area","2","2","Suburban"
"15952","PA","Zip Code Area","2","2","Suburban"
"15953","PA","Zip Code Area","2","2","Suburban"
"15954","PA","Zip Code Area","2","2","Suburban"
"15955","PA","Zip Code Area","2","2","Suburban"
"15956","PA","Zip Code Area","2","2","Suburban"
"15957","PA","Zip Code Area","3","3","Rural"
"15958","PA","Zip Code Area","2","2","Suburban"
"15959","PA","Post Office or large volume customer","1","1","Urban"
"15960","PA","Zip Code Area","3","3","Rural"
"15961","PA","Zip Code Area","3","3","Rural"
"15962","PA","Post Office or large volume customer","3","3","Rural"
"15963","PA","Zip Code Area","2","2","Suburban"
"16001","PA","Zip Code Area","4","4","Suburban"
"16002","PA","Zip Code Area","4","4","Suburban"
"16003","PA","Post Office or large volume customer","4","4","Suburban"
"16016","PA","Post Office or large volume customer","10","10","Rural"
"16017","PA","Post Office or large volume customer","10","10","Rural"
