"ZIP_CODE","STATE","ZIP_TYPE","RUCA1","RUCA2","rurality"
"14441","NY","Zip Code Area","10","10","Rural"
"14443","NY","Post Office or large volume customer","2","2","Suburban"
"14445","NY","Zip Code Area","1","1","Urban"
"14449","NY","Post Office or large volume customer","2","2","Suburban"
"14450","NY","Zip Code Area","1","1","Urban"
"14452","NY","Post Office or large volume customer","2","2","Suburban"
"14453","NY","Post Office or large volume customer","1","1","Urban"
"14454","NY","Zip Code Area","7","7","Rural"
"14456","NY","Zip Code Area","4","4","Suburban"
"14461","NY","Post Office or large volume customer","2","2","Suburban"
"14462","NY","Zip Code Area","3","3","Rural"
"14463","NY","Post Office or large volume customer","6","6","Rural"
"14464","NY","Zip Code Area","2","2","Suburban"
"14466","NY","Zip Code Area","2","2","Suburban"
"14467","NY","Zip Code Area","1","1","Urban"
"14468","NY","Zip Code Area","1","1","Urban"
"14469","NY","Zip Code Area","2","2","Suburban"
"14470","NY","Zip Code Area","2","2","Suburban"
"14471","NY","Zip Code Area","2","2","Suburban"
"14472","NY","Zip Code Area","2","2","Suburban"
"14475","NY","Zip Code Area","2","2","Suburban"
"14476","NY","Zip Code Area","2","2","Suburban"
"14477","NY","Zip Code Area","2","2","Suburban"
"14478","NY","Zip Code Area","7","7","Rural"
"14479","NY","Post Office or large volume customer","8","8","Rural"
"14480","NY","Zip Code Area","2","2","Suburban"
"14481","NY","Zip Code Area","3","3","Rural"
"14482","NY","Zip Code Area","3","3","Rural"
"14485","NY","Zip Code Area","2","2","Suburban"
"14486","NY","Zip Code Area","2","2","Suburban"
"14487","NY","Zip Code Area","2","2","Suburban"
"14488","NY","Post Office or large volume customer","2","2","Suburban"
"14489","NY","Zip Code Area","4","4","Suburban"
"14502","NY","Zip Code Area","1","1","Urban"
"14504","NY","Zip Code Area","2","2","Suburban"
"14505","NY","Zip Code Area","2","2","Suburban"
"14506","NY","Zip Code Area","2","2","Suburban"
"14507","NY","Zip Code Area","2","2","Suburban"
"14508","NY","Post Office or large volume customer","2","2","Suburban"
"14510","NY","Zip Code Area","7","7","Rural"
"14511","NY","Zip Code Area","1","1","Urban"
"14512","NY","Zip Code Area","10","10.1","Rural"
"14513","NY","Zip Code Area","4","4","Suburban"
"14514","NY","Zip Code Area","1","1","Urban"
"14515","NY","Post Office or large volume customer","1","1","Urban"
"14516","NY","Zip Code Area","10","10","Rural"
"14517","NY","Zip Code Area","10","10","Rural"
"14518","NY","Post Office or large volume customer","3","3","Rural"
"14519","NY","Zip Code Area","1","1","Urban"
"14520","NY","Post Office or large volume customer","1","1","Urban"
"14521","NY","Zip Code Area","10","10","Rural"
"14522","NY","Zip Code Area","2","2","Suburban"
"14525","NY","Zip Code Area","10","10","Rural"
"14526","NY","Zip Code Area","1","1","Urban"
"14527","NY","Zip Code Area","7","7","Rural"
"14529","NY","Post Office or large volume customer","10","10","Rural"
"14530","NY","Zip Code Area","7","7","Rural"
"14532","NY","Zip Code Area","3","3","Rural"
"14533","NY","Zip Code Area","2","2","Suburban"
"14534","NY","Zip Code Area","1","1","Urban"
"14536","NY","Zip Code Area","10","10","Rural"
"14537","NY","Post Office or large volume customer","2","2","Suburban"
"14538","NY","Post Office or large volume customer","2","2","Suburban"
"14539","NY","Post Office or large volume customer","2","2","Suburban"
"14541","NY","Zip Code Area","5","5","Rural"
"14542","NY","Post Office or large volume customer","4","4","Suburban"
"14543","NY","Zip Code Area","2","2","Suburban"
"14544","NY","Zip Code Area","2","2","Suburban"
"14545","NY","Zip Code Area","3","3","Rural"
"14546","NY","Zip Code Area","1","1","Urban"
"14547","NY","Post Office or large volume customer","6","6","Rural"
"14548","NY","Zip Code Area","2","2","Suburban"
"14549","NY","Zip Code Area","10","10","Rural"
"14550","NY","Zip Code Area","9","9","Rural"
"14551","NY","Zip Code Area","2","2","Suburban"
"14555","NY","Zip Code Area","2","2","Suburban"
"14556","NY","Post Office or large volume customer","10","10.3","Rural"
"14557","NY","Post Office or large volume customer","2","2","Suburban"
"14558","NY","Post Office or large volume customer","2","2","Suburban"
"14559","NY","Zip Code Area","1","1","Urban"
"14560","NY","Zip Code Area","2","2","Suburban"
"14561","NY","Zip Code Area","2","2","Suburban"
"14563","NY","Post Office or large volume customer","1","1","Urban"
"14564","NY","Zip Code Area","1","1","Urban"
"14568","NY","Zip Code Area","2","2","Suburban"
"14569","NY","Zip Code Area","7","7","Rural"
"14571","NY","Zip Code Area","2","2","Suburban"
"14572","NY","Zip Code Area","10","10","Rural"
"14580","NY","Zip Code Area","1","1","Urban"
"14585","NY","Post Office or large volume customer","2","2","Suburban"
"14586","NY","Zip Code Area","1","1","Urban"
"14588","NY","Post Office or large volume customer","5","5","Rural"
"14589","NY","Zip Code Area","2","2","Suburban"
"14590","NY","Zip Code Area","10","10","Rural"
"14591","NY","Zip Code Area","10","10","Rural"
"14592","NY","Post Office or large volume customer","2","2","Suburban"
"14602","NY","Post Office or large volume customer","1","1","Urban"
"14603","NY","Post Office or large volume customer","1","1","Urban"
"14604","NY","Zip Code Area","1","1","Urban"
"14605","NY","Zip Code Area","1","1","Urban"
"14606","NY","Zip Code Area","1","1","Urban"
"14607","NY","Zip Code Area","1","1","Urban"
"14608","NY","Zip Code Area","1","1","Urban"
"14609","NY","Zip Code Area","1","1","Urban"
"14610","NY","Zip Code Area","1","1","Urban"
"14611","NY","Zip Code Area","1","1","Urban"
"14612","NY","Zip Code Area","1","1","Urban"
"14613","NY","Zip Code Area","1","1","Urban"
"14614","NY","Zip Code Area","1","1","Urban"
"14615","NY","Zip Code Area","1","1","Urban"
"14616","NY","Zip Code Area","1","1","Urban"
"14617","NY","Zip Code Area","1","1","Urban"
"14618","NY","Zip Code Area","1","1","Urban"
"14619","NY","Zip Code Area","1","1","Urban"
"14620","NY","Zip Code Area","1","1","Urban"
"14621","NY","Zip Code Area","1","1","Urban"
"14622","NY","Zip Code Area","1","1","Urban"
"14623","NY","Zip Code Area","1","1","Urban"
"14624","NY","Zip Code Area","1","1","Urban"
"14625","NY","Zip Code Area","1","1","Urban"
"14626","NY","Zip Code Area","1","1","Urban"
"14627","NY","Zip Code Area","1","1","Urban"
"14638","NY","Post Office or large volume customer","1","1","Urban"
"14639","NY","Post Office or large volume customer","1","1","Urban"
"14642","NY","Zip Code Area","1","1","Urban"
"14643","NY","Post Office or large volume customer","1","1","Urban"
"14644","NY","Post Office or large volume customer","1","1","Urban"
"14646","NY","Post Office or large volume customer","1","1","Urban"
"14647","NY","Post Office or large volume customer","1","1","Urban"
"14649","NY","Post Office or large volume customer","1","1","Urban"
"14650","NY","Post Office or large volume customer","1","1","Urban"
"14651","NY","Post Office or large volume customer","1","1","Urban"
"14652","NY","Post Office or large volume customer","1","1","Urban"
"14653","NY","Post Office or large volume customer","1","1","Urban"
"14692","NY","Post Office or large volume customer","1","1","Urban"
"14694","NY","Post Office or large volume customer","1","1","Urban"
"14701","NY","Zip Code Area","4","4","Suburban"
"14702","NY","Post Office or large volume customer","4","4","Suburban"
"14706","NY","Zip Code Area","7","7","Rural"
"14707","NY","Zip Code Area","7","7","Rural"
"14708","NY","Zip Code Area","7","7","Rural"
"14709","NY","Zip Code Area","10","10","Rural"
"14710","NY","Zip Code Area","5","5","Rural"
"14711","NY","Zip Code Area","10","10","Rural"
"14712","NY","Zip Code Area","4","4","Suburban"
"14714","NY","Zip Code Area","10","10","Rural"
"14715","NY","Zip Code Area","5","5","Rural"
"14716","NY","Zip Code Area","5","5","Rural"
"14717","NY","Zip Code Area","10","10","Rural"
"14718","NY","Zip Code Area","6","6","Rural"
"14719","NY","Zip Code Area","10","10","Rural"
"14720","NY","Zip Code Area","4","4","Suburban"
"14721","NY","Zip Code Area","5","5","Rural"
"14722","NY","Zip Code Area","10","10","Rural"
"14723","NY","Zip Code Area","6","6","Rural"
"14724","NY","Zip Code Area","10","10","Rural"
"14726","NY","Zip Code Area","10","10","Rural"
"14727","NY","Zip Code Area","10","10","Rural"
"14728","NY","Zip Code Area","6","6","Rural"
"14729","NY","Zip Code Area","2","2","Suburban"
"14730","NY","Post Office or large volume customer","5","5","Rural"
"14731","NY","Zip Code Area","10","10","Rural"
"14732","NY","Post Office or large volume customer","5","5","Rural"
"14733","NY","Zip Code Area","4","4","Suburban"
"14735","NY","Zip Code Area","10","10","Rural"
"14736","NY","Zip Code Area","10","10","Rural"
"14737","NY","Zip Code Area","3","3","Rural"
"14738","NY","Zip Code Area","5","5","Rural"
"14739","NY","Zip Code Area","9","9","Rural"
"14740","NY","Zip Code Area","5","5","Rural"
"14741","NY","Zip Code Area","6","6","Rural"
"14742","NY","Post Office or large volume customer","4","4","Suburban"
"14743","NY","Zip Code Area","4","4","Suburban"
"14744","NY","Zip Code Area","10","10","Rural"
"14745","NY","Post Office or large volume customer","10","10","Rural"
"14747","NY","Zip Code Area","5","5","Rural"
"14748","NY","Zip Code Area","7","7","Rural"
"14750","NY","Zip Code Area","4","4","Suburban"
"14751","NY","Post Office or large volume customer","10","10","Rural"
"14752","NY","Post Office or large volume customer","6","6","Rural"
"14753","NY","Zip Code Area","7","7","Rural"
"14754","NY","Zip Code Area","5","5","Rural"
"14755","NY","Zip Code Area","10","10","Rural"
"14756","NY","Post Office or large volume customer","4","4","Suburban"
"14757","NY","Zip Code Area","10","10","Rural"
"14758","NY","Post Office or large volume customer","5","5","Rural"
"14760","NY","Zip Code Area","4","4","Suburban"
"14766","NY","Post Office or large volume customer","10","10","Rural"
"14767","NY","Zip Code Area","5","5","Rural"
"14769","NY","Zip Code Area","5","5","Rural"
"14770","NY","Zip Code Area","4","4","Suburban"
"14772","NY","Zip Code Area","5","5","Rural"
"14774","NY","Post Office or large volume customer","5","5","Rural"
"14775","NY","Zip Code Area","10","10","Rural"
"14777","NY","Zip Code Area","10","10","Rural"
"14778","NY","Post Office or large volume customer","7","7","Rural"
"14779","NY","Zip Code Area","7","7","Rural"
"14781","NY","Zip Code Area","10","10","Rural"
"14782","NY","Zip Code Area","6","6","Rural"
"14783","NY","Post Office or large volume customer","5","5","Rural"
"14784","NY","Zip Code Area","6","6","Rural"
"14785","NY","Post Office or large volume customer","5","5","Rural"
"14786","NY","Post Office or large volume customer","10","10","Rural"
"14787","NY","Zip Code Area","7","7","Rural"
"14788","NY","Post Office or large volume customer","4","4","Suburban"
"14801","NY","Zip Code Area","6","6","Rural"
"14802","NY","Zip Code Area","7","7","Rural"
"14803","NY","Zip Code Area","7","7","Rural"
"14804","NY","Zip Code Area","7","7","Rural"
"14805","NY","Zip Code Area","10","10","Rural"
"14806","NY","Zip Code Area","8","8","Rural"
"14807","NY","Zip Code Area","6","6","Rural"
"14808","NY","Zip Code Area","10","10","Rural"
"14809","NY","Zip Code Area","10","10","Rural"
"14810","NY","Zip Code Area","7","7","Rural"
"14812","NY","Zip Code Area","2","2","Suburban"
"14813","NY","Zip Code Area","9","9","Rural"
"14814","NY","Zip Code Area","1","1","Urban"
"14815","NY","Zip Code Area","9","9","Rural"
"14816","NY","Zip Code Area","1","1","Urban"
"14817","NY","Zip Code Area","2","2","Suburban"
"14818","NY","Zip Code Area","2","2","Suburban"
"14819","NY","Zip Code Area","6","6","Rural"
"14820","NY","Zip Code Area","6","6","Rural"
"14821","NY","Zip Code Area","6","6","Rural"
"14822","NY","Zip Code Area","6","6","Rural"
"14823","NY","Zip Code Area","5","5","Rural"
"14824","NY","Zip Code Area","10","10","Rural"
"14825","NY","Zip Code Area","2","2","Suburban"
"14826","NY","Zip Code Area","10","10","Rural"
"14827","NY","Post Office or large volume customer","4","4","Suburban"
"14830","NY","Zip Code Area","4","4","Suburban"
"14831","NY","Post Office or large volume customer","4","4","Suburban"
"14836","NY","Zip Code Area","10","10","Rural"
"14837","NY","Zip Code Area","10","10","Rural"
"14838","NY","Zip Code Area","2","2","Suburban"
"14839","NY","Zip Code Area","10","10","Rural"
"14840","NY","Zip Code Area","10","10","Rural"
"14841","NY","Zip Code Area","2","2","Suburban"
"14842","NY","Zip Code Area","10","10","Rural"
"14843","NY","Zip Code Area","4","4","Suburban"
"14845","NY","Zip Code Area","1","1","Urban"
"14846","NY","Zip Code Area","10","10","Rural"
"14847","NY","Zip Code Area","2","2","Suburban"
"14850","NY","Zip Code Area","1","1","Urban"
"14851","NY","Post Office or large volume customer","1","1","Urban"
"14852","NY","Post Office or large volume customer","1","1","Urban"
"14853","NY","Zip Code Area","1","1","Urban"
"14854","NY","Post Office or large volume customer","2","2","Suburban"
"14855","NY","Zip Code Area","10","10","Rural"
"14856","NY","Post Office or large volume customer","7","7","Rural"
"14857","NY","Post Office or large volume customer","10","10","Rural"
"14858","NY","Zip Code Area","2","2","Suburban"
"14859","NY","Zip Code Area","5","5","Rural"
"14860","NY","Zip Code Area","10","10","Rural"
"14861","NY","Zip Code Area","2","2","Suburban"
"14863","NY","Post Office or large volume customer","2","2","Suburban"
"14864","NY","Zip Code Area","2","2","Suburban"
"14865","NY","Zip Code Area","10","10","Rural"
"14867","NY","Zip Code Area","2","2","Suburban"
"14869","NY","Zip Code Area","10","10","Rural"
"14870","NY","Zip Code Area","4","4","Suburban"
"14871","NY","Zip Code Area","1","1","Urban"
"14872","NY","Zip Code Area","2","2","Suburban"
"14873","NY","Zip Code Area","10","10","Rural"
"14874","NY","Zip Code Area","9","9","Rural"
"14876","NY","Post Office or large volume customer","7","7","Rural"
"14877","NY","Zip Code Area","10","10","Rural"
"14878","NY","Zip Code Area","9","9","Rural"
"14879","NY","Zip Code Area","9","9","Rural"
"14880","NY","Zip Code Area","7","7","Rural"
"14881","NY","Zip Code Area","2","2","Suburban"
"14882","NY","Zip Code Area","2","2","Suburban"
"14883","NY","Zip Code Area","2","2","Suburban"
"14884","NY","Zip Code Area","6","6","Rural"
"14885","NY","Zip Code Area","10","10","Rural"
"14886","NY","Zip Code Area","2","2","Suburban"
"14887","NY","Post Office or large volume customer","9","9","Rural"
"14889","NY","Zip Code Area","2","2","Suburban"
"14891","NY","Zip Code Area","7","7","Rural"
"14892","NY","Zip Code Area","4","4","Suburban"
"14893","NY","Post Office or large volume customer","9","9","Rural"
"14894","NY","Zip Code Area","1","1","Urban"
"14895","NY","Zip Code Area","7","7","Rural"
"14897","NY","Zip Code Area","7","7","Rural"
"14898","NY","Zip Code Area","6","6","Rural"
"14901","NY","Zip Code Area","1","1","Urban"
"14902","NY","Post Office or large volume customer","1","1","Urban"
"14903","NY","Zip Code Area","1","1","Urban"
"14904","NY","Zip Code Area","1","1","Urban"
"14905","NY","Zip Code Area","1","1","Urban"
"15001","PA","Zip Code Area","1","1","Urban"
"15003","PA","Zip Code Area","1","1","Urban"
"15004","PA","Zip Code Area","2","2","Suburban"
"15005","PA","Zip Code Area","1","1","Urban"
"15006","PA","Post Office or large volume customer","1","1","Urban"
"15007","PA","Zip Code Area","1","1","Urban"
"15009","PA","Zip Code Area","1","1","Urban"
"15010","PA","Zip Code Area","1","1","Urban"
"15012","PA","Zip Code Area","1","1.1","Urban"
"15014","PA","Zip Code Area","1","1","Urban"
"15015","PA","Zip Code Area","1","1","Urban"
"15017","PA","Zip Code Area","1","1","Urban"
"15018","PA","Zip Code Area","1","1","Urban"
"15019","PA","Zip Code Area","2","2","Suburban"
"15020","PA","Post Office or large volume customer","1","1.1","Urban"
"15021","PA","Zip Code Area","2","2","Suburban"
"15022","PA","Zip Code Area","1","1.1","Urban"
"15024","PA","Zip Code Area","1","1","Urban"
"15025","PA","Zip Code Area","1","1","Urban"
"15026","PA","Zip Code Area","2","2","Suburban"
"15027","PA","Zip Code Area","1","1","Urban"
"15028","PA","Post Office or large volume customer","1","1","Urban"
"15030","PA","Zip Code Area","1","1","Urban"
"15031","PA","Zip Code Area","1","1","Urban"
"15032","PA","Zip Code Area","1","1","Urban"
"15033","PA","Zip Code Area","1","1.1","Urban"
"15034","PA","Zip Code Area","1","1","Urban"
"15035","PA","Zip Code Area","1","1","Urban"
"15037","PA","Zip Code Area","1","1.1","Urban"
"15038","PA","Post Office or large volume customer","1","1","Urban"
"15042","PA","Zip Code Area","1","1","Urban"
"15043","PA","Zip Code Area","2","2","Suburban"
"15044","PA","Zip Code Area","1","1","Urban"
"15045","PA","Zip Code Area","1","1","Urban"
"15046","PA","Zip Code Area","1","1","Urban"
"15047","PA","Post Office or large volume customer","1","1","Urban"
"15049","PA","Zip Code Area","1","1","Urban"
"15050","PA","Zip Code Area","2","2","Suburban"
"15051","PA","Zip Code Area","1","1","Urban"
"15052","PA","Zip Code Area","2","2","Suburban"
"15053","PA","Zip Code Area","2","2","Suburban"
"15054","PA","Zip Code Area","2","2","Suburban"
"15055","PA","Zip Code Area","1","1","Urban"
"15056","PA","Zip Code Area","1","1","Urban"
"15057","PA","Zip Code Area","1","1","Urban"
"15059","PA","Zip Code Area","4","4","Suburban"
"15060","PA","Zip Code Area","1","1","Urban"
"15061","PA","Zip Code Area","1","1","Urban"
"15062","PA","Zip Code Area","1","1.1","Urban"
"15063","PA","Zip Code Area","1","1.1","Urban"
"15064","PA","Zip Code Area","1","1","Urban"
"15065","PA","Zip Code Area","1","1","Urban"
"15066","PA","Zip Code Area","1","1","Urban"
"15067","PA","Zip Code Area","1","1.1","Urban"
"15068","PA","Zip Code Area","1","1","Urban"
"15069","PA","Post Office or large volume customer","2","2","Suburban"
"15071","PA","Zip Code Area","1","1","Urban"
"15072","PA","Post Office or large volume customer","1","1.1","Urban"
"15074","PA","Zip Code Area","1","1","Urban"
"15075","PA","Post Office or large volume customer","1","1","Urban"
"15076","PA","Zip Code Area","1","1","Urban"
"15077","PA","Zip Code Area","2","2","Suburban"
"15078","PA","Zip Code Area","2","2","Suburban"
"15081","PA","Post Office or large volume customer","1","1","Urban"
"15082","PA","Zip Code Area","1","1","Urban"
"15083","PA","Zip Code Area","1","1","Urban"
"15084","PA","Zip Code Area","1","1","Urban"
"15085","PA","Zip Code Area","1","1","Urban"
"15086","PA","Zip Code Area","1","1","Urban"
"15087","PA","Post Office or large volume customer","1","1.1","Urban"
"15088","PA","Post Office or large volume customer","1","1","Urban"
"15089","PA","Zip Code Area","1","1","Urban"
"15090","PA","Zip Code Area","1","1","Urban"
"15091","PA","Post Office or large volume customer","1","1","Urban"
"15095","PA","Post Office or large volume customer","1","1","Urban"
"15096","PA","Post Office or large volume customer","1","1","Urban"
"15101","PA","Zip Code Area","1","1","Urban"
"15102","PA","Zip Code Area","1","1","Urban"
"15104","PA","Zip Code Area","1","1","Urban"
"15106","PA","Zip Code Area","1","1","Urban"
"15108","PA","Zip Code Area","1","1","Urban"
"15110","PA","Zip Code Area","1","1","Urban"
"15112","PA","Zip Code Area","1","1","Urban"
"15116","PA","Zip Code Area","1","1","Urban"
"15120","PA","Zip Code Area","1","1","Urban"
"15122","PA","Zip Code Area","1","1","Urban"
"15123","PA","Post Office or large volume customer","1","1","Urban"
"15126","PA","Zip Code Area","1","1","Urban"
"15127","PA","Post Office or large volume customer","1","1","Urban"
"15129","PA","Zip Code Area","1","1","Urban"
"15131","PA","Zip Code Area","1","1","Urban"
"15132","PA","Zip Code Area","1","1","Urban"
"15133","PA","Zip Code Area","1","1","Urban"
"15134","PA","Post Office or large volume customer","1","1","Urban"
"15135","PA","Zip Code Area","1","1","Urban"
"15136","PA","Zip Code Area","1","1","Urban"
"15137","PA","Zip Code Area","1","1","Urban"
"15139","PA","Zip Code Area","1","1","Urban"
"15140","PA","Zip Code Area","1","1","Urban"
"15142","PA","Zip Code Area","1","1","Urban"
"15143","PA","Zip Code Area","1","1","Urban"
"15144","PA","Zip Code Area","1","1","Urban"
"15145","PA","Zip Code Area","1","1","Urban"
"15146","PA","Zip Code Area","1","1","Urban"
"15147","PA","Zip Code Area","1","1","Urban"
"15148","PA","Zip Code Area","1","1","Urban"
"15201","PA","Zip Code Area","1","1","Urban"
"15202","PA","Zip Code Area","1","1","Urban"
"15203","PA","Zip Code Area","1","1","Urban"
"15204","PA","Zip Code Area","1","1","Urban"
"15205","PA","Zip Code Area","1","1","Urban"
"15206","PA","Zip Code Area","1","1","Urban"
"15207","PA","Zip Code Area","1","1","Urban"
"15208","PA","Zip Code Area","1","1","Urban"
"15209","PA","Zip Code Area","1","1","Urban"
"15210","PA","Zip Code Area","1","1","Urban"
"15211","PA","Zip Code Area","1","1","Urban"
"15212","PA","Zip Code Area","1","1","Urban"
"15213","PA","Zip Code Area","1","1","Urban"
"15214","PA","Zip Code Area","1","1","Urban"
"15215","PA","Zip Code Area","1","1","Urban"
"15216","PA","Zip Code Area","1","1","Urban"
"15217","PA","Zip Code Area","1","1","Urban"
"15218","PA","Zip Code Area","1","1","Urban"
"15219","PA","Zip Code Area","1","1","Urban"
"15220","PA","Zip Code Area","1","1","Urban"
"15221","PA","Zip Code Area","1","1","Urban"
"15222","PA","Zip Code Area","1","1","Urban"
"15223","PA","Zip Code Area","1","1","Urban"
"15224","PA","Zip Code Area","1","1","Urban"
"15225","PA","Zip Code Area","1","1","Urban"
"15226","PA","Zip Code Area","1","1","Urban"
"15227","PA","Zip Code Area","1","1","Urban"
"15228","PA","Zip Code Area","1","1","Urban"
"15229","PA","Zip Code Area","1","1","Urban"
"15230","PA","Post Office or large volume customer","1","1","Urban"
"15231","PA","Zip Code Area","1","1","Urban"
"15232","PA","Zip Code Area","1","1","Urban"
"15233","PA","Zip Code Area","1","1","Urban"
"15234","PA","Zip Code Area","1","1","Urban"
"15235","PA","Zip Code Area","1","1","Urban"
"15236","PA","Zip Code Area","1","1","Urban"
"15237","PA","Zip Code Area","1","1","Urban"
"15238","PA","Zip Code Area","1","1","Urban"
"15239","PA","Zip Code Area","1","1","Urban"
"15240","PA","Post Office or large volume customer","1","1","Urban"
"15241","PA","Zip Code Area","1","1","Urban"
"15242","PA","Post Office or large volume customer","1","1","Urban"
"15243","PA","Zip Code Area","1","1","Urban"
"15244","PA","Post Office or large volume customer","1","1","Urban"
"15250","PA","Post Office or large volume customer","1","1","Urban"
"15251","PA","Post Office or large volume customer","1","1","Urban"
"15252","PA","Post Office or large volume customer","1","1","Urban"
"15253","PA","Post Office or large volume customer","1","1","Urban"
"15254","PA","Post Office or large volume customer","1","1","Urban"
"15255","PA","Post Office or large volume customer","1","1","Urban"
"15257","PA","Post Office or large volume customer","1","1","Urban"
"15258","PA","Post Office or large volume customer","1","1","Urban"
"15259","PA","Post Office or large volume customer","1","1","Urban"
"15260","PA","Zip Code Area","1","1","Urban"
"15261","PA","Zip Code Area","1","1","Urban"
"15262","PA","Post Office or large volume customer","1","1","Urban"
"15264","PA","Post Office or large volume customer","1","1","Urban"
"15265","PA","Post Office or large volume customer","1","1","Urban"
"15267","PA","Post Office or large volume customer","1","1","Urban"
"15268","PA","Post Office or large volume customer","1","1","Urban"
"15270","PA","Post Office or large volume customer","1","1","Urban"
"15272","PA","Post Office or large volume customer","1","1","Urban"
"15274","PA","Post Office or large volume customer","1","1","Urban"
"15275","PA","Zip Code Area","1","1","Urban"
"15276","PA","Post Office or large volume customer","1","1","Urban"
"15277","PA","Post Office or large volume customer","1","1","Urban"
"15278","PA","Post Office or large volume customer","1","1","Urban"
"15279","PA","Post Office or large volume customer","1","1","Urban"
"15281","PA","Post Office or large volume customer","1","1","Urban"
"15282","PA","Post Office or large volume customer","1","1","Urban"
"15283","PA","Post Office or large volume customer","1","1","Urban"
"15286","PA","Post Office or large volume customer","1","1","Urban"
"15289","PA","Post Office or large volume customer","1","1","Urban"
"15290","PA","Post Office or large volume customer","1","1","Urban"
"15295","PA","Post Office or large volume customer","1","1","Urban"
"15301","PA","Zip Code Area","1","1","Urban"
"15310","PA","Zip Code Area","2","2","Suburban"
"15311","PA","Zip Code Area","2","2","Suburban"
"15312","PA","Zip Code Area","2","2","Suburban"
"15313","PA","Zip Code Area","2","2","Suburban"
"15314","PA","Zip Code Area","1","1.1","Urban"
"15315","PA","Post Office or large volume customer","2","2","Suburban"
"15316","PA","Post Office or large volume customer","2","2","Suburban"
"15317","PA","Zip Code Area","1","1","Urban"
"15320","PA","Zip Code Area","7","7","Rural"
"15321","PA","Zip Code Area","1","1","Urban"
"15322","PA","Zip Code Area","3","3","Rural"
"15323","PA","Zip Code Area","2","2","Suburban"
"15324","PA","Zip Code Area","2","2","Suburban"
"15325","PA","Post Office or large volume customer","7","7","Rural"
"15327","PA","Zip Code Area","2","2","Suburban"
"15329","PA","Zip Code Area","2","2","Suburban"
"15330","PA","Zip Code Area","1","1.1","Urban"
"15331","PA","Zip Code Area","1","1.1","Urban"
"15332","PA","Zip Code Area","1","1","Urban"
"15333","PA","Zip Code Area","1","1.1","Urban"
"15334","PA","Zip Code Area","7","7","Rural"
"15336","PA","Post Office or large volume customer","1","1","Urban"
"15337","PA","Zip Code Area","2","2","Suburban"
"15338","PA","Zip Code Area","2","2","Suburban"
"15339","PA","Post Office or large volume customer","1","1","Urban"
"15340","PA","Zip Code Area","2","2","Suburban"
"15341","PA","Zip Code Area","2","2","Suburban"
"15342","PA","Zip Code Area","1","1","Urban"
"15344","PA","Zip Code Area","2","2","Suburban"
"15345","PA","Zip Code Area","2","2","Suburban"
"15346","PA","Zip Code Area","2","2","Suburban"
"15347","PA","Zip Code Area","1","1","Urban"
"15348","PA","Post Office or large volume customer","3","3","Rural"
"15349","PA","Zip Code Area","2","2","Suburban"
"15350","PA","Post Office or large volume customer","1","1","Urban"
"15351","PA","Post Office or large volume customer","7","7","Rural"
"15352","PA","Zip Code Area","2","2","Suburban"
"15353","PA","Zip Code Area","2","2","Suburban"
"15357","PA","Zip Code Area","2","2","Suburban"
"15358","PA","Post Office or large volume customer","1","1.1","Urban"
"15359","PA","Zip Code Area","2","2","Suburban"
"15360","PA","Zip Code Area","2","2","Suburban"
"15361","PA","Zip Code Area","2","2","Suburban"
"15362","PA","Zip Code Area","2","2","Suburban"
"15363","PA","Zip Code Area","1","1","Urban"
"15364","PA","Zip Code Area","2","2","Suburban"
"15365","PA","Post Office or large volume customer","2","2","Suburban"
"15366","PA","Post Office or large volume customer","1","1.1","Urban"
"15367","PA","Zip Code Area","1","1","Urban"
"15368","PA","Post Office or large volume customer","3","3","Rural"
"15370","PA","Zip Code Area","7","7","Rural"
"15376","PA","Zip Code Area","2","2","Suburban"
"15377","PA","Zip Code Area","2","2","Suburban"
"15378","PA","Post Office or large volume customer","2","2","Suburban"
"15379","PA","Post Office or large volume customer","2","2","Suburban"
"15380","PA","Zip Code Area","2","2","Suburban"
"15401","PA","Zip Code Area","1","1","Urban"
"15410","PA","Zip Code Area","2","2","Suburban"
"15411","PA","Zip Code Area","10","10","Rural"
"15412","PA","Zip Code Area","1","1.1","Urban"
"15413","PA","Zip Code Area","3","3","Rural"
"15415","PA","Post Office or large volume customer","3","3","Rural"
"15416","PA","Post Office or large volume customer","1","1","Urban"
"15417","PA","Zip Code Area","1","1.1","Urban"
"15419","PA","Zip Code Area","1","1.1","Urban"
"15420","PA","Post Office or large volume customer","1","1.1","Urban"
"15421","PA","Post Office or large volume customer","10","10.1","Rural"
"15422","PA","Post Office or large volume customer","3","3","Rural"
"15423","PA","Zip Code Area","1","1.1","Urban"
"15424","PA","Zip Code Area","10","10","Rural"
"15425","PA","Zip Code Area","1","1","Urban"
"15427","PA","Zip Code Area","2","2","Suburban"
"15428","PA","Zip Code Area","1","1","Urban"
"15429","PA","Zip Code Area","1","1.1","Urban"
"15430","PA","Post Office or large volume customer","1","1","Urban"
"15431","PA","Zip Code Area","1","1","Urban"
"15432","PA","Zip Code Area","1","1.1","Urban"
"15433","PA","Zip Code Area","3","3","Rural"
"15434","PA","Zip Code Area","1","1.1","Urban"
"15435","PA","Post Office or large volume customer","1","1.1","Urban"
"15436","PA","Zip Code Area","1","1","Urban"
"15437","PA","Zip Code Area","10","10.1","Rural"
"15438","PA","Zip Code Area","1","1.1","Urban"
